config,seed,model,buffer,policy,replay,static,final_acc,forgetting,buffer_classes,fit_s,dream_judge_acc,dream_self_acc,recon_mse,judge_test_acc,run_args,omp_threads,schedule,replay_used,hidden,active_frac,asleep_frac,overlap,overlap_in,dim,synops,eff_frac,gate,theta,rest_frac,ach_frac,gate_signal,kp_eff,drift,drift_p99,drift_n,sleeps,rem_used,early_sleeps,sleep_log
g20c_c100_d4,0,ctx,1000,random,local,False,0.014,0.11144444444444446,"[8, 14, 11, 5, 13, 9, 7, 11, 11, 7, 14, 13, 9, 6, 12, 12, 15, 9, 12, 8, 13, 10, 13, 10, 5, 13, 7, 9, 13, 6, 18, 17, 8, 12, 13, 9, 13, 9, 7, 6, 11, 8, 20, 7, 14, 10, 5, 5, 9, 7, 12, 10, 10, 8, 9, 10, 10, 11, 6, 13, 9, 13, 19, 5, 11, 6, 12, 9, 16, 4, 7, 13, 10, 9, 12, 11, 9, 10, 4, 10, 10, 8, 9, 10, 6, 8, 8, 8, 6, 9, 16, 8, 16, 7, 7, 10, 9, 10, 9, 15]",491.7919285297394,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6559936601437699, 0.7393330670926518, 0.8667811501597444, 0.8922853434504793]","[0.9545080166546833, 0.921607101470159, 0.9608187134502921, 1.0]",1.0,"[7.114258827339226, 4.372189972366545, 3.984337423836518, 2.6370428465548823, 1.985506767753819]",164000.3320313692,"[0.5040877968144303, 0.5372720359913267, 0.5341596679132397, 0.5018196367843749]",,0.0,"[0.6559936601437699, 0.7393330670926518, 0.8667811501597444, 0.8922853434504793]",,,"[None, None, 4.7192869608186145e-07, 9.172550947716227e-07, 1.9365592303896618e-06, 4.3927337545799696e-05]",,,,,,,
g20c_c100_d4,1,ctx,1000,random,local,False,0.0126,0.09277777777777778,"[10, 15, 17, 13, 14, 10, 13, 8, 9, 10, 13, 10, 12, 6, 8, 8, 14, 7, 16, 10, 4, 14, 14, 8, 12, 11, 5, 9, 6, 12, 9, 7, 11, 9, 5, 5, 6, 13, 9, 13, 7, 10, 8, 12, 10, 13, 7, 14, 7, 14, 5, 9, 10, 12, 13, 5, 14, 10, 9, 13, 11, 9, 16, 14, 8, 19, 8, 7, 10, 8, 9, 11, 10, 12, 16, 4, 14, 8, 11, 10, 7, 11, 8, 15, 9, 7, 6, 6, 11, 9, 2, 9, 7, 8, 10, 12, 8, 13, 9, 11]",484.8774607181549,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6485652955271566, 0.7254562699680511, 0.848828873801917, 0.8933341653354633]","[0.9723439661817896, 0.965056323213926, 0.836624235667714, 1.0]",1.0,"[7.114258827339226, 3.466109509018147, 3.350058195195295, 3.5304047789645345, 3.3706926898670115]",163971.95557375252,"[0.5047571054022438, 0.5311142924999277, 0.5602786817494483, 0.500890797965538]",,0.0,"[0.6485652955271566, 0.7254562699680511, 0.848828873801917, 0.8933341653354633]",,,"[None, None, 6.871607786896072e-07, 1.8162192095408422e-06, 1.9855755926962684e-06, 6.638604393740925e-05]",,,,,,,
g20c_c100_d4,2,ctx,1000,random,local,False,0.0157,0.09255555555555556,"[12, 13, 11, 11, 7, 8, 15, 8, 14, 9, 11, 5, 6, 10, 7, 7, 13, 12, 8, 6, 13, 9, 10, 13, 9, 11, 8, 13, 8, 11, 10, 6, 12, 13, 8, 12, 6, 11, 8, 13, 10, 11, 5, 13, 13, 9, 9, 5, 9, 12, 7, 10, 11, 12, 7, 8, 7, 13, 11, 7, 10, 5, 8, 10, 8, 12, 14, 8, 12, 10, 12, 11, 21, 12, 13, 10, 6, 5, 5, 13, 8, 12, 6, 8, 11, 13, 13, 10, 13, 18, 17, 6, 9, 7, 9, 7, 15, 13, 6, 8]",484.2962267398834,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6618727535942492, 0.7366785642971246, 0.849140375399361, 0.892310303514377]","[0.9628328109748036, 0.8847030192030843, 1.0, 1.0]",1.0,"[7.114258827339226, 4.008018921410093, 2.698146968077142, 2.793143229372282, 3.0794246495813047]",164000.3320313692,"[0.5038138925950653, 0.527480029349986, 0.5212264975931603, 0.5029532582072405]",,0.0,"[0.6618727535942492, 0.7366785642971246, 0.849140375399361, 0.892310303514377]",,,"[None, None, 7.160800029554175e-07, 1.1102937324023761e-06, 4.106114868365564e-06, 4.784250984377271e-05]",,,,,,,
g20c_c100_d4_skip,0,ctx,1000,random,local,False,0.0201,0.145,"[8, 14, 11, 5, 13, 9, 7, 11, 11, 7, 14, 13, 9, 6, 12, 12, 15, 9, 12, 8, 13, 10, 13, 10, 5, 13, 7, 9, 13, 6, 18, 17, 8, 12, 13, 9, 13, 9, 7, 6, 11, 8, 20, 7, 14, 10, 5, 5, 9, 7, 12, 10, 10, 8, 9, 10, 10, 11, 6, 13, 9, 13, 19, 5, 11, 6, 12, 9, 16, 4, 7, 13, 10, 9, 12, 11, 9, 10, 4, 10, 10, 8, 9, 10, 6, 8, 8, 8, 6, 9, 16, 8, 16, 7, 7, 10, 9, 10, 9, 15]",592.2505424022675,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6500129792332269, 0.7689274660543131, 0.6625379392971246, 0.8474810303514377]","[0.9544119413792853, 0.9259017190910921, 0.8881702155614508, 1.0]",1.0,"[7.114258827339226, 4.97516976457247, 14.225691298149002, 13.642526159322035, 8.004875452227406]",173856.3320313692,"[0.50369185415653, 0.5492777460232711, 0.5670755913082403, 0.5255699863194372]",,0.0,"[0.6500129792332269, 0.7689274660543131, 0.6625379392971246, 0.8474810303514377]",,,"[None, None, 4.429143196317851e-06, 1.0569675608411809e-06, 1.3270345297211016e-05, 8.031090797344694e-05]",,,,,,,
g20c_c100_d4_skip,1,ctx,1000,random,local,False,0.0265,0.12911111111111112,"[10, 15, 17, 13, 14, 10, 13, 8, 9, 10, 13, 10, 12, 6, 8, 8, 14, 7, 16, 10, 4, 14, 14, 8, 12, 11, 5, 9, 6, 12, 9, 7, 11, 9, 5, 5, 6, 13, 9, 13, 7, 10, 8, 12, 10, 13, 7, 14, 7, 14, 5, 9, 10, 12, 13, 5, 14, 10, 9, 13, 11, 9, 16, 14, 8, 19, 8, 7, 10, 8, 9, 11, 10, 12, 16, 4, 14, 8, 11, 10, 7, 11, 8, 15, 9, 7, 6, 6, 11, 9, 2, 9, 7, 8, 10, 12, 8, 13, 9, 11]",583.9825086593628,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6519563698083067, 0.7704183306709265, 0.6719299121405751, 0.8518550319488818]","[0.967494099950637, 0.9181802551127044, 0.8618912047407862, 0.9536507936507939]",1.0,"[7.114258827339226, 5.599607265250552, 12.258765543994372, 3.249899377188083, 6.131572471316958]",173856.3320313692,"[0.5037265488517563, 0.5391983845672859, 0.5657154937584203, 0.5394203410338694]",,0.0,"[0.6519563698083067, 0.7704183306709265, 0.6719299121405751, 0.8518550319488818]",,,"[None, None, 5.357883670229819e-06, 1.0192751545174465e-06, 1.1421104533694402e-05, 7.464954217834584e-05]",,,,,,,
g20c_c100_d4_skip,2,ctx,1000,random,local,False,0.024,0.11744444444444443,"[12, 13, 11, 11, 7, 8, 15, 8, 14, 9, 11, 5, 6, 10, 7, 7, 13, 12, 8, 6, 13, 9, 10, 13, 9, 11, 8, 13, 8, 11, 10, 6, 12, 13, 8, 12, 6, 11, 8, 13, 10, 11, 5, 13, 13, 9, 9, 5, 9, 12, 7, 10, 11, 12, 7, 8, 7, 13, 11, 7, 10, 5, 8, 10, 8, 12, 14, 8, 12, 10, 12, 11, 21, 12, 13, 10, 6, 5, 5, 13, 8, 12, 6, 8, 11, 13, 13, 10, 13, 18, 17, 6, 9, 7, 9, 7, 15, 13, 6, 8]",583.7280516624451,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6497062200479233, 0.7646570487220448, 0.6729023562300319, 0.8593525359424921]","[0.9544185619603603, 0.8641910911378995, 0.8862412736891757, 1.0]",1.0,"[7.114258827339226, 4.677633434134089, 11.920353571146126, 9.231472046250834, 8.33127278481643]",173856.3320313692,"[0.5034398886015097, 0.5533607921777323, 0.5682660105700691, 0.5319029633860333]",,0.0,"[0.6497062200479233, 0.7646570487220448, 0.6729023562300319, 0.8593525359424921]",,,"[None, None, 6.477760773592117e-06, 1.0801687312621874e-06, 1.0580153683713554e-05, 8.241796957155752e-05]",,,,,,,
g20c_c100_d4_skip_static,0,ctx,1000,random,local,True,0.0194,0.0,"[17, 5, 15, 11, 7, 15, 12, 8, 16, 7, 12, 11, 14, 6, 7, 8, 7, 10, 11, 8, 8, 15, 7, 6, 8, 10, 11, 13, 5, 5, 7, 11, 15, 12, 10, 4, 13, 10, 6, 14, 8, 9, 12, 15, 9, 11, 9, 5, 13, 6, 14, 11, 11, 10, 8, 13, 12, 7, 6, 13, 7, 11, 10, 9, 12, 12, 11, 9, 11, 12, 10, 11, 6, 5, 11, 11, 5, 14, 8, 9, 10, 8, 16, 6, 15, 6, 13, 18, 10, 11, 9, 7, 11, 11, 11, 8, 8, 8, 11, 10]",583.7260689735413,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.628565, 0.8006495, 0.710072, 0.880482]","[nan, nan, nan, nan]",,"[7.114258827339226, 3.924931584792553, 8.360564707246805, 3.7359886512354405, 9.750253701655003]",173856.3320313692,"[0.5057695508427769, 0.5308394204158783, 0.5469173497223854, 0.5122937090817093]",,0.0,"[0.628565, 0.8006495, 0.710072, 0.880482]",,,"[None, None, 1.3969700465844634e-06, 3.01035803560448e-07, 2.7016383282622463e-06, 0.00018582872325396415]",,,,,,,
g20c_c100_d4_skip_static,1,ctx,1000,random,local,True,0.0258,0.0,"[15, 13, 10, 8, 3, 2, 12, 8, 9, 9, 13, 13, 4, 10, 5, 7, 9, 11, 9, 10, 18, 9, 10, 13, 12, 9, 9, 14, 9, 13, 13, 5, 14, 9, 11, 15, 7, 12, 10, 9, 10, 8, 8, 15, 11, 9, 9, 10, 11, 11, 6, 7, 9, 16, 9, 10, 9, 12, 12, 8, 7, 11, 6, 12, 8, 10, 11, 11, 6, 10, 8, 12, 7, 6, 13, 8, 9, 6, 9, 13, 13, 7, 6, 8, 11, 12, 10, 16, 7, 11, 14, 13, 14, 13, 9, 18, 7, 11, 5, 11]",585.1045014858246,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.632073625, 0.792057, 0.7283935, 0.865536]","[nan, nan, nan, nan]",,"[7.114258827339226, 3.6862428844522457, 8.861971568846105, 5.511167774586881, 10.325694297516899]",173856.3320313692,"[0.5052458388853073, 0.5202532041196823, 0.5445864094574452, 0.5072207921786904]",,0.0,"[0.632073625, 0.792057, 0.7283935, 0.865536]",,,"[None, None, 1.5632556020318474e-06, 3.053339299917375e-07, 2.7192404245461756e-06, 0.0001776711144535129]",,,,,,,
g20c_c100_d4_skip_static,2,ctx,1000,random,local,True,0.0189,0.0,"[10, 7, 9, 16, 10, 7, 11, 15, 16, 12, 6, 6, 12, 6, 11, 10, 13, 14, 12, 10, 4, 5, 8, 10, 9, 8, 9, 13, 9, 6, 3, 9, 18, 14, 14, 18, 6, 12, 14, 6, 18, 9, 8, 10, 7, 16, 6, 6, 9, 14, 9, 12, 16, 7, 13, 7, 7, 11, 11, 5, 4, 7, 11, 11, 6, 9, 9, 10, 4, 5, 4, 8, 12, 14, 9, 12, 17, 14, 7, 9, 9, 13, 10, 12, 8, 10, 10, 8, 14, 13, 16, 8, 8, 12, 13, 9, 15, 6, 7, 8]",433.4717254638672,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.64069425, 0.80235575, 0.707989, 0.8779505]","[nan, nan, nan, nan]",,"[7.114258827339226, 3.689342302739967, 11.87638450167167, 6.689062901622136, 9.121892059816524]",173856.3320313692,"[0.5049637282514572, 0.5320850016021729, 0.5373242738113403, 0.5069442676811218]",,0.0,"[0.64069425, 0.80235575, 0.707989, 0.8779505]",,,"[None, None, 1.1637338058948343e-06, 2.707270101455911e-07, 2.372184594582936e-06, 0.00018194286808416514]",,,,,,,
g20c_c100_d4_static,0,ctx,1000,random,local,True,0.013,0.0,"[17, 5, 15, 11, 7, 15, 12, 8, 16, 7, 12, 11, 14, 6, 7, 8, 7, 10, 11, 8, 8, 15, 7, 6, 8, 10, 11, 13, 5, 5, 7, 11, 15, 12, 10, 4, 13, 10, 6, 14, 8, 9, 12, 15, 9, 11, 9, 5, 13, 6, 14, 11, 11, 10, 8, 13, 12, 7, 6, 13, 7, 11, 10, 9, 12, 12, 11, 9, 11, 12, 10, 11, 6, 5, 11, 11, 5, 14, 8, 9, 10, 8, 16, 6, 15, 6, 13, 18, 10, 11, 9, 7, 11, 11, 11, 8, 8, 8, 11, 10]",484.650306224823,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.586600625, 0.67394575, 0.84381, 0.8961745]","[nan, nan, nan, nan]",,"[7.114258827339226, 2.059631014040071, 2.2341335819039965, 1.7248166476595574, 3.206121061731813]",164000.3320313692,"[0.5073233077497482, 0.5216462352046967, 0.5132760487661362, 0.5004037173566819]",,0.0,"[0.586600625, 0.67394575, 0.84381, 0.8961745]",,,"[None, None, 3.39021144733689e-08, 9.86255001224562e-08, 3.962100987658441e-07, 0.00016555677297610082]",,,,,,,
g20c_c100_d4_static,1,ctx,1000,random,local,True,0.0131,0.0,"[15, 13, 10, 8, 3, 2, 12, 8, 9, 9, 13, 13, 4, 10, 5, 7, 9, 11, 9, 10, 18, 9, 10, 13, 12, 9, 9, 14, 9, 13, 13, 5, 14, 9, 11, 15, 7, 12, 10, 9, 10, 8, 8, 15, 11, 9, 9, 10, 11, 11, 6, 7, 9, 16, 9, 10, 9, 12, 12, 8, 7, 11, 6, 12, 8, 10, 11, 11, 6, 10, 8, 12, 7, 6, 13, 8, 9, 6, 9, 13, 13, 7, 6, 8, 11, 12, 10, 16, 7, 11, 14, 13, 14, 13, 9, 18, 7, 11, 5, 11]",481.0734086036682,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.579827875, 0.66940275, 0.842487, 0.8960215]","[nan, nan, nan, nan]",,"[7.114258827339226, 1.6882491513513256, 1.6407874929891944, 2.908352900964776, 6.168215587831962]",164000.3320313692,"[0.5072942247676849, 0.5215320363855362, 0.5196503776321411, 0.5005977540516854]",,0.0,"[0.579827875, 0.66940275, 0.842487, 0.8960215]",,,"[None, None, 2.5838801098335115e-08, 8.975949583711379e-08, 2.9872343193332795e-07, 0.00016871932623132901]",,,,,,,
g20c_c100_d4_static,2,ctx,1000,random,local,True,0.0129,0.0,"[10, 7, 9, 16, 10, 7, 11, 15, 16, 12, 6, 6, 12, 6, 11, 10, 13, 14, 12, 10, 4, 5, 8, 10, 9, 8, 9, 13, 9, 6, 3, 9, 18, 14, 14, 18, 6, 12, 14, 6, 18, 9, 8, 10, 7, 16, 6, 6, 9, 14, 9, 12, 16, 7, 13, 7, 7, 11, 11, 5, 4, 7, 11, 11, 6, 9, 9, 10, 4, 5, 4, 8, 12, 14, 9, 12, 17, 14, 7, 9, 9, 13, 10, 12, 8, 10, 10, 8, 14, 13, 16, 8, 8, 12, 13, 9, 15, 6, 7, 8]",478.307030916214,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.59242775, 0.6975995, 0.8560025, 0.895267]","[nan, nan, nan, nan]",,"[7.114258827339226, 1.779438518405588, 1.40210883045047, 3.6407355177277476, 6.253899926527139]",164000.3320313692,"[0.5070709096851349, 0.523225795630455, 0.5074529613809585, 0.5007079833230972]",,0.0,"[0.59242775, 0.6975995, 0.8560025, 0.895267]",,,"[None, None, 7.852255778719649e-08, 2.1486387127146585e-07, 5.366566919714272e-07, 0.00015808299716791422]",,,,,,,
g20c_c100f_d4,0,ctx,1000,random,local,False,0.0157,0.1436666666666667,"[8, 14, 11, 5, 13, 9, 7, 11, 11, 7, 14, 13, 9, 6, 12, 12, 15, 9, 12, 8, 13, 10, 13, 10, 5, 13, 7, 9, 13, 6, 18, 17, 8, 12, 13, 9, 13, 9, 7, 6, 11, 8, 20, 7, 14, 10, 5, 5, 9, 7, 12, 10, 10, 8, 9, 10, 10, 11, 6, 13, 9, 13, 19, 5, 11, 6, 12, 9, 16, 4, 7, 13, 10, 9, 12, 11, 9, 10, 4, 10, 10, 8, 9, 10, 6, 8, 8, 8, 6, 9, 16, 8, 16, 7, 7, 10, 9, 10, 9, 15]",489.0121850967407,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.654738044129393, 0.7324892671725239, 0.8502416134185303, 0.89046875]","[0.9531313833130732, 0.9699136543506293, 1.0, 1.0]",1.0,"[9.27809755419962, 4.490700705502327, 2.244556563794439, 2.537441911980469, 2.576221426672567]",163998.0122680664,"[0.5037477380541948, 0.5281690669833972, 0.5521828226918896, 0.5048334679488367]",,0.0,"[0.654738044129393, 0.7324892671725239, 0.8502416134185303, 0.89046875]",,,"[None, None, 2.900530890294733e-06, 5.418292238713492e-06, 1.705904988061071e-05, 0.00014193747352102333]",,,,,,,
g20c_c100f_d4,1,ctx,1000,random,local,False,0.0234,0.11555555555555556,"[10, 15, 17, 13, 14, 10, 13, 8, 9, 10, 13, 10, 12, 6, 8, 8, 14, 7, 16, 10, 4, 14, 14, 8, 12, 11, 5, 9, 6, 12, 9, 7, 11, 9, 5, 5, 6, 13, 9, 13, 7, 10, 8, 12, 10, 13, 7, 14, 7, 14, 5, 9, 10, 12, 13, 5, 14, 10, 9, 13, 11, 9, 16, 14, 8, 19, 8, 7, 10, 8, 9, 11, 10, 12, 16, 4, 14, 8, 11, 10, 7, 11, 8, 15, 9, 7, 6, 6, 11, 9, 2, 9, 7, 8, 10, 12, 8, 13, 9, 11]",489.878160238266,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.634425044928115, 0.7065288039137381, 0.8421605431309904, 0.8906719249201278]","[0.9557421446644431, 0.9519408869248018, 0.9368711617600503, 0.9866666666666665]",1.0,"[9.27809755419962, 4.784733052334024, 2.509930166262064, 3.1555064226858813, 2.202515294969245]",163999.21414651722,"[0.5043453812908631, 0.5301390753372218, 0.5638992197016558, 0.5040076305331609]",,0.0,"[0.634425044928115, 0.7065288039137381, 0.8421605431309904, 0.8906719249201278]",,,"[None, None, 1.9723631520145377e-06, 3.412866063866803e-06, 3.449636480104695e-06, 6.500214316542929e-05]",,,,,,,
g20c_c100f_d4,2,ctx,1000,random,local,False,0.0185,0.0957777777777778,"[12, 13, 11, 11, 7, 8, 15, 8, 14, 9, 11, 5, 6, 10, 7, 7, 13, 12, 8, 6, 13, 9, 10, 13, 9, 11, 8, 13, 8, 11, 10, 6, 12, 13, 8, 12, 6, 11, 8, 13, 10, 11, 5, 13, 13, 9, 9, 5, 9, 12, 7, 10, 11, 12, 7, 8, 7, 13, 11, 7, 10, 5, 8, 10, 8, 12, 14, 8, 12, 10, 12, 11, 21, 12, 13, 10, 6, 5, 5, 13, 8, 12, 6, 8, 11, 13, 13, 10, 13, 18, 17, 6, 9, 7, 9, 7, 15, 13, 6, 8]",485.8506615161896,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6650450529153354, 0.7626170626996805, 0.8578469448881789, 0.8837739616613418]","[0.9629825185693807, 0.9431315827763561, 0.9866666666666668, 1.0]",1.0,"[9.27809755419962, 3.7981915532880155, 2.0420381393269182, 2.3226577337891454, 2.31707212409395]",164000.37890625,"[0.5034648274812407, 0.5157058691828491, 0.5329362326739029, 0.5003450312198827]",,0.0,"[0.6650450529153354, 0.7626170626996805, 0.8578469448881789, 0.8837739616613418]",,,"[None, None, 1.0598213357257793e-06, 2.8583146065932785e-06, 5.368187590498286e-06, 6.799118870997139e-05]",,,,,,,
g20c_c100f_d4_skip,0,ctx,1000,random,local,False,0.0385,0.1722222222222222,"[8, 14, 11, 5, 13, 9, 7, 11, 11, 7, 14, 13, 9, 6, 12, 12, 15, 9, 12, 8, 13, 10, 13, 10, 5, 13, 7, 9, 13, 6, 18, 17, 8, 12, 13, 9, 13, 9, 7, 6, 11, 8, 20, 7, 14, 10, 5, 5, 9, 7, 12, 10, 10, 8, 9, 10, 10, 11, 6, 13, 9, 13, 19, 5, 11, 6, 12, 9, 16, 4, 7, 13, 10, 9, 12, 11, 9, 10, 4, 10, 10, 8, 9, 10, 6, 8, 8, 8, 6, 9, 16, 8, 16, 7, 7, 10, 9, 10, 9, 15]",597.8620853424072,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6365319239217252, 0.7612300319488818, 0.6424785343450479, 0.8467317292332268]","[0.938208482003412, 0.8856479689284997, 0.8389685310025129, 0.9348941798941798]",1.0,"[9.27809755419962, 8.940879506275358, 18.03638053260195, 10.922265902761158, 10.39061390787355]",173856.37890625,"[0.5043561834811022, 0.5392302604586172, 0.5484414406458791, 0.5343095063518126]",,0.0,"[0.6365319239217252, 0.7612300319488818, 0.6424785343450479, 0.8467317292332268]",,,"[None, None, 1.1103708345771846e-05, 1.7215132898505557e-06, 2.1597487254677497e-05, 6.557255174107159e-05]",,,,,,,
g20c_c100f_d4_skip,1,ctx,1000,random,local,False,0.0351,0.1821111111111111,"[10, 15, 17, 13, 14, 10, 13, 8, 9, 10, 13, 10, 12, 6, 8, 8, 14, 7, 16, 10, 4, 14, 14, 8, 12, 11, 5, 9, 6, 12, 9, 7, 11, 9, 5, 5, 6, 13, 9, 13, 7, 10, 8, 12, 10, 13, 7, 14, 7, 14, 5, 9, 10, 12, 13, 5, 14, 10, 9, 13, 11, 9, 16, 14, 8, 19, 8, 7, 10, 8, 9, 11, 10, 12, 16, 4, 14, 8, 11, 10, 7, 11, 8, 15, 9, 7, 6, 6, 11, 9, 2, 9, 7, 8, 10, 12, 8, 13, 9, 11]",586.8632106781006,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6320620756789137, 0.747968001198083, 0.6392981230031949, 0.8414237220447285]","[0.9424691391515193, 0.8947156714248281, 0.8310191518969449, 0.9790849673202615]",1.0,"[9.27809755419962, 11.514839322062889, 20.214653738747966, 16.73025031495611, 9.167851141717005]",173856.37890625,"[0.5046896782703103, 0.5375676202816895, 0.5595227150890393, 0.5388952997937417]",,0.0,"[0.6320620756789137, 0.747968001198083, 0.6392981230031949, 0.8414237220447285]",,,"[None, None, 8.142610853405862e-06, 2.437335720148874e-06, 2.1884384897216806e-05, 9.67317381367997e-05]",,,,,,,
g20c_c100f_d4_skip,2,ctx,1000,random,local,False,0.0393,0.1671111111111111,"[12, 13, 11, 11, 7, 8, 15, 8, 14, 9, 11, 5, 6, 10, 7, 7, 13, 12, 8, 6, 13, 9, 10, 13, 9, 11, 8, 13, 8, 11, 10, 6, 12, 13, 8, 12, 6, 11, 8, 13, 10, 11, 5, 13, 13, 9, 9, 5, 9, 12, 7, 10, 11, 12, 7, 8, 7, 13, 11, 7, 10, 5, 8, 10, 8, 12, 14, 8, 12, 10, 12, 11, 21, 12, 13, 10, 6, 5, 5, 13, 8, 12, 6, 8, 11, 13, 13, 10, 13, 18, 17, 6, 9, 7, 9, 7, 15, 13, 6, 8]",583.5414626598358,,,,,,,local,15650.0,"(512, 256, 128, 128)",0.1,"[0.6324536990814696, 0.7461444189297125, 0.6333346645367413, 0.8423791932907349]","[0.9270955542687659, 0.9048169000022861, 0.8746313595363525, 0.9279527100579732]",1.0,"[9.27809755419962, 12.421054534867677, 18.517337407653088, 24.80720779250415, 10.753586139185677]",173856.37890625,"[0.5044830213834683, 0.5386820432629448, 0.5575956427936737, 0.5360370898134887]",,0.0,"[0.6324536990814696, 0.7461444189297125, 0.6333346645367413, 0.8423791932907349]",,,"[None, None, 6.080084203948254e-06, 1.6239501360460708e-06, 1.768893275347439e-05, 9.500624771427989e-05]",,,,,,,
g20c_c100f_d4_skip_static,0,ctx,1000,random,local,True,0.0272,0.0,"[17, 5, 15, 11, 7, 15, 12, 8, 16, 7, 12, 11, 14, 6, 7, 8, 7, 10, 11, 8, 8, 15, 7, 6, 8, 10, 11, 13, 5, 5, 7, 11, 15, 12, 10, 4, 13, 10, 6, 14, 8, 9, 12, 15, 9, 11, 9, 5, 13, 6, 14, 11, 11, 10, 8, 13, 12, 7, 6, 13, 7, 11, 10, 9, 12, 12, 11, 9, 11, 12, 10, 11, 6, 5, 11, 11, 5, 14, 8, 9, 10, 8, 16, 6, 15, 6, 13, 18, 10, 11, 9, 7, 11, 11, 11, 8, 8, 8, 11, 10]",588.7767193317413,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.634477875, 0.79477175, 0.6803945, 0.8796355]","[nan, nan, nan, nan]",,"[9.27809755419962, 5.9747725870863135, 10.847430366992327, 11.987371636410233, 10.611754105285975]",173856.37890625,"[0.5037621476002931, 0.5327069703636169, 0.5521599356377125, 0.5125924884843827]",,0.0,"[0.634477875, 0.79477175, 0.6803945, 0.8796355]",,,"[None, None, 1.5138454860836956e-06, 3.599173810682754e-07, 3.809027856438948e-06, 0.00018144058845635252]",,,,,,,
g20c_c100f_d4_skip_static,1,ctx,1000,random,local,True,0.0296,0.0,"[15, 13, 10, 8, 3, 2, 12, 8, 9, 9, 13, 13, 4, 10, 5, 7, 9, 11, 9, 10, 18, 9, 10, 13, 12, 9, 9, 14, 9, 13, 13, 5, 14, 9, 11, 15, 7, 12, 10, 9, 10, 8, 8, 15, 11, 9, 9, 10, 11, 11, 6, 7, 9, 16, 9, 10, 9, 12, 12, 8, 7, 11, 6, 12, 8, 10, 11, 11, 6, 10, 8, 12, 7, 6, 13, 8, 9, 6, 9, 13, 13, 7, 6, 8, 11, 12, 10, 16, 7, 11, 14, 13, 14, 13, 9, 18, 7, 11, 5, 11]",585.9604344367981,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.629476875, 0.80276825, 0.7306925, 0.8520025]","[nan, nan, nan, nan]",,"[9.27809755419962, 7.85110497333386, 12.995675957240849, 14.508631679435691, 11.300426466335468]",173856.37890625,"[0.5045255340766907, 0.5291264022827148, 0.5630969142398834, 0.5111482947235108]",,0.0,"[0.629476875, 0.80276825, 0.7306925, 0.8520025]",,,"[None, None, 1.407832158898012e-06, 5.152841118735004e-07, 5.345548246303579e-06, 0.00015978784134471018]",,,,,,,
g20c_c100f_d4_skip_static,2,ctx,1000,random,local,True,0.0331,0.0,"[10, 7, 9, 16, 10, 7, 11, 15, 16, 12, 6, 6, 12, 6, 11, 10, 13, 14, 12, 10, 4, 5, 8, 10, 9, 8, 9, 13, 9, 6, 3, 9, 18, 14, 14, 18, 6, 12, 14, 6, 18, 9, 8, 10, 7, 16, 6, 6, 9, 14, 9, 12, 16, 7, 13, 7, 7, 11, 11, 5, 4, 7, 11, 11, 6, 9, 9, 10, 4, 5, 4, 8, 12, 14, 9, 12, 17, 14, 7, 9, 9, 13, 10, 12, 8, 10, 10, 8, 14, 13, 16, 8, 8, 12, 13, 9, 15, 6, 7, 8]",434.4603147506714,,,,,,,local,15625.0,"(512, 256, 128, 128)",0.1,"[0.631237375, 0.7987795, 0.7367255, 0.8685155]","[nan, nan, nan, nan]",,"[9.27809755419962, 5.654856920862017, 11.983272712289883, 8.843284836562692, 9.417633904128293]",173856.37890625,"[0.5049657107868195, 0.520821692647934, 0.5439073932500481, 0.5080677111807466]",,0.0,"[0.631237375, 0.7987795, 0.7367255, 0.8685155]",,,"[None, None, 1.3448583204397603e-06, 3.412454279990049e-07, 3.597930914419397e-06, 0.00017161688561694103]",,,,,,,
