config,seed,model,buffer,policy,replay,static,final_acc,forgetting,buffer_classes,fit_s,dream_judge_acc,dream_self_acc,recon_mse,judge_test_acc,run_args,omp_threads,schedule,replay_used,hidden,active_frac,asleep_frac,overlap,overlap_in,dim,synops,eff_frac,gate,theta,rest_frac,ach_frac,gate_signal,kp_eff,drift,drift_p99,drift_n,sleeps,rem_used,early_sleeps,sleep_log
cfeat_sgd_refr_e01_static,5,ctx,1000,random,local,True,0.3751,0.0,"[77, 105, 108, 88, 114, 105, 117, 67, 115, 104]",353.1073052883148,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.782314125, 0.91437225]","[nan, nan]",,"[6.528281999177004, 12.11151660285776, 10.406114714096965]",159412.8203125,"[0.5105332171211243, 0.5106964017276764]",,0.0,"[0.782314125, 0.91437225]",,,,,,0.0,,,,
cfeat_sgd_refr_e02,0,ctx,1000,random,local,False,0.3872,0.29125,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",603.3300139904022,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.80518, 0.89840675]","[0.8813687815261627, 0.7748177180540003]",1.0,"[6.528281999177004, 13.202190198876195, 11.790787654361859]",159412.8203125,"[0.511877282491684, 0.5277926222198009]",,0.0,"[0.80518, 0.89840675]",,,,,,0.0,,,,
cfeat_sgd_refr_e02,1,ctx,1000,random,local,False,0.3892,0.36675,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",482.1051814556122,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.806246875, 0.90014825]","[0.8078532542841682, 0.6971861805469293]",1.0,"[6.528281999177004, 13.318856233680645, 11.20936629757208]",159412.8203125,"[0.513828567486763, 0.5345530853170156]",,0.0,"[0.806246875, 0.90014825]",,,,,,0.0,,,,
cfeat_sgd_refr_e02,2,ctx,1000,random,local,False,0.3792,0.40637500000000004,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",455.44579911231995,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.802758625, 0.89953725]","[0.8661384238644366, 0.7323622149212211]",1.0,"[6.528281999177004, 13.849325366516672, 7.270766891784702]",159412.8203125,"[0.5134385311608315, 0.532075933126688]",,0.0,"[0.802758625, 0.89953725]",,,,,,0.0,,,,
cfeat_sgd_refr_e02_static,0,ctx,1000,random,local,True,0.3611,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",604.9962384700775,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.788086875, 0.9236145]","[nan, nan]",,"[6.528281999177004, 18.795713087297013, 12.069632408710032]",159412.8203125,"[0.5091096569080352, 0.5232365778770447]",,0.0,"[0.788086875, 0.9236145]",,,,,,0.0,,,,
cfeat_sgd_refr_e02_static,1,ctx,1000,random,local,True,0.3823,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",481.04686307907104,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.787378125, 0.92554775]","[nan, nan]",,"[6.528281999177004, 18.596591740576308, 11.671448189578292]",159412.8203125,"[0.5086548305988312, 0.530265685526371]",,0.0,"[0.787378125, 0.92554775]",,,,,,0.0,,,,
cfeat_sgd_refr_e02_static,2,ctx,1000,random,local,True,0.3913,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",455.69132232666016,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.777633875, 0.92559875]","[nan, nan]",,"[6.528281999177004, 16.760332933391513, 11.035249106493445]",159412.8203125,"[0.5107043416004181, 0.5220371428794861]",,0.0,"[0.777633875, 0.92559875]",,,,,,0.0,,,,
cfeat_sgd_refr_e05,0,ctx,1000,random,local,False,0.3116,0.43037499999999995,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",603.1015343666077,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.8278205, 0.89935975]","[0.8822032761211585, 0.7769033929033928]",1.0,"[6.528281999177004, 7.1628183698370815, 8.822392328323287]",159360.17031383514,"[0.5068048716344833, 0.552892408200264]",,0.0,"[0.8278205, 0.89935975]",,,,,,0.0,,,,
cfeat_sgd_refr_e05,1,ctx,1000,random,local,False,0.3249,0.40525,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",486.9560282230377,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.82584075, 0.8913585]","[0.8789313466692785, 0.6931514177113863]",1.0,"[6.528281999177004, 9.31663016678002, 9.949280089157778]",159371.40031051636,"[0.5070318361854553, 0.5566301668243409]",,0.0,"[0.82584075, 0.8913585]",,,,,,0.0,,,,
cfeat_sgd_refr_e05,2,ctx,1000,random,local,False,0.3184,0.42575,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",464.96540236473083,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.82374925, 0.89258075]","[0.8617043466342531, 0.7635721039249961]",1.0,"[6.528281999177004, 8.04993449873683, 11.078051105032017]",159406.63698387146,"[0.5070837287299633, 0.5523393357348442]",,0.0,"[0.82374925, 0.89258075]",,,,,,0.0,,,,
cfeat_sgd_refr_e05_static,0,ctx,1000,random,local,True,0.3015,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",612.1542546749115,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.801425125, 0.9272865]","[nan, nan]",,"[6.528281999177004, 22.98257630248633, 12.928677834827711]",159412.8236503601,"[0.5068684090805053, 0.5051637269878387]",,0.0,"[0.801425125, 0.9272865]",,,,,,0.0,,,,
cfeat_sgd_refr_e05_static,1,ctx,1000,random,local,True,0.3431,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",513.5622115135193,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.795908875, 0.92492775]","[nan, nan]",,"[6.528281999177004, 20.652290250144386, 11.451419552792478]",159412.8203125,"[0.5083426273880005, 0.5026279826436043]",,0.0,"[0.795908875, 0.92492775]",,,,,,0.0,,,,
cfeat_sgd_refr_e05_static,2,ctx,1000,random,local,True,0.3452,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",513.9000833034515,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.79313275, 0.9303325]","[nan, nan]",,"[6.528281999177004, 19.29095019000159, 9.942206258733602]",159412.8203125,"[0.5095638199443817, 0.5028610557479858]",,0.0,"[0.79313275, 0.9303325]",,,,,,0.0,,,,
cfeat_sgd_refr_s10,0,ctx,1000,random,local,False,0.4243,0.241125,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",606.6692056655884,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.63324675, 0.8344695]","[0.8794157432106691, 0.82047429141148]",1.0,"[6.528281999177004, 13.426742243075127, 9.790764332149212]",161462.83984375,"[0.5095952683095932, 0.518502060344994]",,0.0,"[0.63324675, 0.8344695]",,,,,,0.0,,,,
cfeat_sgd_refr_s10,1,ctx,1000,random,local,False,0.4023,0.29775,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",480.2131037712097,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.63078225, 0.8315965]","[0.8623093582776526, 0.8390038412291932]",1.0,"[6.528281999177004, 13.426549721091238, 11.311150645714342]",161462.83984375,"[0.5101267013058662, 0.5153984675053358]",,0.0,"[0.63078225, 0.8315965]",,,,,,0.0,,,,
cfeat_sgd_refr_s10,2,ctx,1000,random,local,False,0.4172,0.30862500000000004,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",462.4320795536041,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.64186025, 0.83491625]","[0.8707118885199933, 0.8228081152290689]",1.0,"[6.528281999177004, 13.558817732978799, 9.471911095201984]",161462.83984375,"[0.5092328699507713, 0.5154551014188528]",,0.0,"[0.64186025, 0.83491625]",,,,,,0.0,,,,
cfeat_sgd_refr_s10_static,0,ctx,1000,random,local,True,0.4064,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",611.9320936203003,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.645303125, 0.824744]","[nan, nan]",,"[6.528281999177004, 11.257238664286046, 13.939762695521386]",161462.83984375,"[0.5039266727151871, 0.5077198433513641]",,0.0,"[0.645303125, 0.824744]",,,,,,0.0,,,,
cfeat_sgd_refr_s10_static,1,ctx,1000,random,local,True,0.4182,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",480.836590051651,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.638468375, 0.818208]","[nan, nan]",,"[6.528281999177004, 11.051762568396894, 11.329435679885306]",161462.83984375,"[0.5042126762857437, 0.5051283423547744]",,0.0,"[0.638468375, 0.818208]",,,,,,0.0,,,,
cfeat_sgd_refr_s10_static,2,ctx,1000,random,local,True,0.4281,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",469.4139611721039,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.1,"[0.6332875, 0.80732175]","[nan, nan]",,"[6.528281999177004, 13.220212957512485, 12.734958860156429]",161462.83984375,"[0.5042900094680786, 0.5054601573925018]",,0.0,"[0.6332875, 0.80732175]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02,0,ctx,1000,random,local,False,0.4106,0.247625,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",597.8574004173279,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.569032, 0.75266925]","[0.9307682828298118, 0.7938042311838565]",1.0,"[6.528281999177004, 16.46236590469505, 10.91664622883213]",163579.66015625,"[0.5026164624357223, 0.5157070315585136]",,0.0,"[0.569032, 0.75266925]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02,1,ctx,1000,random,local,False,0.405,0.29687499999999994,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",475.4931914806366,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.570995625, 0.74192075]","[0.9397822763395828, 0.8540597447591723]",1.0,"[6.528281999177004, 15.663908088511798, 5.8472883289868935]",163579.66015625,"[0.5026836994285584, 0.5202216568900346]",,0.0,"[0.570995625, 0.74192075]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02,2,ctx,1000,random,local,False,0.3957,0.3465,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",532.9515464305878,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.56694075, 0.7488195]","[0.9115621573532181, 0.8888990180825204]",1.0,"[6.528281999177004, 14.84196934631226, 8.032607000586184]",163579.66015625,"[0.5025547948093414, 0.5165658371140956]",,0.0,"[0.56694075, 0.7488195]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02_static,0,ctx,1000,random,local,True,0.4423,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",600.442375421524,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.563534125, 0.74909325]","[nan, nan]",,"[6.528281999177004, 19.291499512972706, 14.765922079819932]",163579.65016174316,"[0.5008365067138671, 0.5071189148740769]",,0.0,"[0.563534125, 0.74909325]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02_static,1,ctx,1000,random,local,True,0.4496,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",477.35685324668884,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.563720125, 0.75433925]","[nan, nan]",,"[6.528281999177004, 19.085984980341795, 12.628264255925544]",163579.6268157959,"[0.5008319738435745, 0.5067627194309234]",,0.0,"[0.563720125, 0.75433925]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_e02_static,2,ctx,1000,random,local,True,0.4506,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",471.2383761405945,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.562977125, 0.7558595]","[nan, nan]",,"[6.528281999177004, 17.490736441205105, 15.088276248583371]",163579.65016174316,"[0.5007406913881302, 0.5066554543542862]",,0.0,"[0.562977125, 0.7558595]",,,,,,0.0,,,,
cfeat_sgd_refr_s15,0,ctx,1000,random,local,False,0.4273,0.21375000000000002,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",612.082359790802,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.540564, 0.7752595]","[0.8933314035967266, 0.8693842685811358]",1.0,"[6.528281999177004, 13.839061055696074, 12.26621639383645]",163579.66015625,"[0.5036764223103524, 0.5109930593420267]",,0.0,"[0.540564, 0.7752595]",,,,,,0.0,,,,
cfeat_sgd_refr_s15,1,ctx,1000,random,local,False,0.4183,0.27225,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",483.90176606178284,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.54128225, 0.77283125]","[0.8873193415727695, 0.8781115959020788]",1.0,"[6.528281999177004, 14.02295269862517, 12.50417500464169]",163579.66015625,"[0.5040216955814362, 0.511748711622119]",,0.0,"[0.54128225, 0.77283125]",,,,,,0.0,,,,
cfeat_sgd_refr_s15,2,ctx,1000,random,local,False,0.4219,0.293,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",469.587947845459,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.54176725, 0.77818625]","[0.8814973233135233, 0.8523530942119969]",1.0,"[6.528281999177004, 14.620705214284781, 12.179526638447026]",163579.66015625,"[0.5037263264379501, 0.5080679240579605]",,0.0,"[0.54176725, 0.77818625]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_static,0,ctx,1000,random,local,True,0.4367,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",617.074741601944,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.554912, 0.72011975]","[nan, nan]",,"[6.528281999177004, 14.597058291490839, 14.177526915330356]",163579.66015625,"[0.5008374943094254, 0.5028319746437073]",,0.0,"[0.554912, 0.72011975]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_static,1,ctx,1000,random,local,True,0.4445,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",497.9630374908447,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.5508505, 0.72673775]","[nan, nan]",,"[6.528281999177004, 13.275006731403016, 12.252851748452642]",163579.66015625,"[0.5011390823874473, 0.5026372383489609]",,0.0,"[0.5508505, 0.72673775]",,,,,,0.0,,,,
cfeat_sgd_refr_s15_static,2,ctx,1000,random,local,True,0.445,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",494.05765175819397,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.15,"[0.548869375, 0.726385]","[nan, nan]",,"[6.528281999177004, 13.86893282847068, 11.131640517896122]",163579.66015625,"[0.5010852257575988, 0.502026961016655]",,0.0,"[0.548869375, 0.726385]",,,,,,0.0,,,,
cfeat_sgd_refr_s25,0,ctx,1000,random,local,False,0.4305,0.22925,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",629.3862450122833,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.500519625, 0.636331]","[0.9310089159766644, 0.9100984604998708]",1.0,"[6.528281999177004, 13.743550002796768, 10.062742804171005]",167756.5,"[0.5002385448977947, 0.5091583761491776]",,0.0,"[0.500519625, 0.636331]",,,,,,0.0,,,,
cfeat_sgd_refr_s25,1,ctx,1000,random,local,False,0.4253,0.284125,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",498.23581314086914,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.500451375, 0.64126125]","[0.9364151284540414, 0.9059152776237245]",1.0,"[6.528281999177004, 14.624252051194553, 11.280070304521905]",167756.5033569336,"[0.5003331379845143, 0.5093026329426765]",,0.0,"[0.500451375, 0.64126125]",,,,,,0.0,,,,
cfeat_sgd_refr_s25,2,ctx,1000,random,local,False,0.4263,0.29274999999999995,"[99, 90, 84, 107, 88, 104, 104, 105, 109, 110]",507.4279272556305,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.50036775, 0.63835975]","[0.9243308370690768, 0.8776629251087555]",1.0,"[6.528281999177004, 14.13104315371032, 11.282092997306178]",167756.5,"[0.5003144932545424, 0.5087638017261028]",,0.0,"[0.50036775, 0.63835975]",,,,,,0.0,,,,
cfeat_sgd_refr_s25_static,0,ctx,1000,random,local,True,0.45,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",619.0128076076508,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.500065375, 0.66847425]","[nan, nan]",,"[6.528281999177004, 15.852194726366422, 8.953773067684898]",167755.76334381104,"[0.500051861469984, 0.5025574462051392]",,0.0,"[0.500065375, 0.66847425]",,,,,,0.0,,,,
cfeat_sgd_refr_s25_static,1,ctx,1000,random,local,True,0.4572,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",484.541631937027,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.500106625, 0.676829]","[nan, nan]",,"[6.528281999177004, 15.319906129660414, 10.19560718131103]",167742.00666809082,"[0.49995326793265343, 0.5058742499060631]",,0.0,"[0.500106625, 0.676829]",,,,,,0.0,,,,
cfeat_sgd_refr_s25_static,2,ctx,1000,random,local,True,0.4605,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",479.60291028022766,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.25,"[0.50010525, 0.65330825]","[nan, nan]",,"[6.528281999177004, 14.235080400971622, 9.002255123374287]",167749.86666107178,"[0.5000658789682388, 0.5024026221251487]",,0.0,"[0.50010525, 0.65330825]",,,,,,0.0,,,,
cfeat_static_none,0,ctx,1000,random,local,True,0.2746,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",886.5620069503784,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[1.0, 1.0]","[nan, nan]",,"[6.528281999177004, 5.910627833489485, 3.440867413129023]",159412.8203125,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
cfeat_static_none,1,ctx,1000,random,local,True,0.3343,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",695.1281096935272,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[1.0, 1.0]","[nan, nan]",,"[6.528281999177004, 5.290962845663262, 5.172078948746664]",159412.8203125,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
cfeat_static_none,2,ctx,1000,random,local,True,0.3414,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",726.6541724205017,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[1.0, 1.0]","[nan, nan]",,"[6.528281999177004, 5.242458011384399, 3.4926891684733707]",159412.8203125,"[1.0, 1.0]",,0.0,"[1.0, 1.0]",,,,,,0.0,,,,
cfeat_static_prog03,0,ctx,1000,random,local,True,0.3467,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",762.4568333625793,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.85676925, 0.91914025]","[nan, nan]",,"[6.528281999177004, 7.4646029076566665, 8.753049671176482]",159412.8203125,"[0.5017386098596156, 0.5250378048974872]",,0.0,"[0.85676925, 0.91914025]",1.0,,,,,0.0,,,,
cfeat_static_prog03,1,ctx,1000,random,local,True,0.3704,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",728.847400188446,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.854678125, 0.9146245]","[nan, nan]",,"[6.528281999177004, 10.170624810204242, 8.182410920423031]",159412.8203125,"[0.501888104509443, 0.511243224834919]",,0.0,"[0.854678125, 0.9146245]",1.0,,,,,0.0,,,,
cfeat_static_prog03,2,ctx,1000,random,local,True,0.3507,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",742.5909721851349,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.854750875, 0.9168105]","[nan, nan]",,"[6.528281999177004, 9.021181037933475, 10.236944591637103]",159412.8203125,"[0.5022152676696777, 0.5132159086799621]",,0.0,"[0.854750875, 0.9168105]",1.0,,,,,0.0,,,,
cfeat_static_refr,0,ctx,1000,random,local,True,0.3467,0.0,"[90, 105, 95, 105, 100, 97, 98, 108, 91, 111]",769.5565805435181,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.85676925, 0.91914025]","[nan, nan]",,"[6.528281999177004, 7.4646029076566665, 8.753049671176482]",159412.8203125,"[0.5017386098596156, 0.5250378048974872]",,0.0,"[0.85676925, 0.91914025]",,,,,,0.0,,,,
cfeat_static_refr,1,ctx,1000,random,local,True,0.3704,0.0,"[91, 105, 106, 111, 87, 94, 99, 107, 93, 107]",719.0659532546997,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.854678125, 0.9146245]","[nan, nan]",,"[6.528281999177004, 10.170624810204242, 8.182410920423031]",159412.8203125,"[0.501888104509443, 0.511243224834919]",,0.0,"[0.854678125, 0.9146245]",,,,,,0.0,,,,
cfeat_static_refr,2,ctx,1000,random,local,True,0.3507,0.0,"[114, 98, 94, 107, 95, 115, 86, 92, 86, 113]",730.8421695232391,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",,local,15625.0,"(512, 256)",0.05,"[0.854750875, 0.9168105]","[nan, nan]",,"[6.528281999177004, 9.021181037933475, 10.236944591637103]",159412.8203125,"[0.5022152676696777, 0.5132159086799621]",,0.0,"[0.854750875, 0.9168105]",,,,,,0.0,,,,
cif_ach25_br16,0,ctx,1000,random,local,False,0.2597,0.36800000000000005,"[110, 98, 106, 107, 104, 117, 86, 101, 83, 88]",721.0875644683838,,,,,,,local,15625.0,"(512, 256)",0.05,"[0.842178375, 0.90372725]","[0.9237230915935646, 0.8902604662982021]",1.0,"[8.914858881645769, 15.12402903342303, 4.845714192485579]",159412.8203125,"[0.483121750079155, 0.4965432471636534]",,0.0,"[0.842178375, 0.90372725]",0.948672,,,,,,,,,
cif_ach25_br16,1,ctx,1000,random,local,False,0.265,0.37662500000000004,"[107, 113, 100, 101, 101, 127, 90, 81, 92, 88]",424.01546120643616,,,,,,,local,15625.0,"(512, 256)",0.05,"[0.8398625, 0.9025165]","[0.9199313747798004, 0.9261203227240964]",1.0,"[8.914858881645769, 14.365830747384008, 5.10152408459164]",159412.8203125,"[0.48044612850368024, 0.49029188083958625]",,0.0,"[0.8398625, 0.9025165]",0.943232,,,,,,,,,
cif_bp_agem_1000_ce,0,bp,1000,random,agem,False,0.1598,0.75775,"[100, 105, 98, 114, 77, 100, 90, 122, 94, 100]",57.86339282989502,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",1,,,,,,,,,,,,,,,,,,,,,,,
cif_bp_agem_1000_ce,1,bp,1000,random,agem,False,0.1589,0.76025,"[99, 87, 108, 105, 99, 105, 96, 106, 91, 104]",57.953378200531006,,,,,"{'epochs_per_task': 5, 'batch': 256, 'nrem_batches': 20, 'nrem_gain': 3.0, 'val': False}",1,,,,,,,,,,,,,,,,,,,,,,,
