config,seeds,acc,acc_sd,forgetting,fit_min
g9_dg8_w512s5_night,3,0.8356333333333333,0.013669796389607795,0.12287543118634218,3.0419970724317764
g9_dg8_w512s5_refr,1,0.7897,,0.20117038329495793,49.51488588253657
g9_dg8_w512s5_combo,1,0.7938,,0.1945564494049304,42.97316004435221
g9_dg32_w512s5_night,3,0.8322666666666666,0.007245228314782937,0.09667655283515124,2.983343233002557
g9_dgdense_w512s5_night,2,0.55095,0.014919953083036197,0.3530739124426841,2.415277942021688
g9_dg8r_w512s5_night,2,0.8089500000000001,0.027365032431919477,0.15373042913467067,2.7217287202676137
static_g9_dg8_w256s10,2,0.9144,0.0012727922061358025,0.0,1.1623669266700745
static_g9_dg32_w256s10,2,0.8989499999999999,0.000494974746830568,0.0,1.1577923774719239
static_g9_dgdense_w256s10,2,0.6557999999999999,0.0007071067811865874,0.0,1.1375853538513183
static_g9_dg8r_w256s10,2,0.9048499999999999,0.003181980515339545,0.0,1.1651891112327575
static_g9_dg8_w512s5,2,0.91335,0.001909188309203625,0.0,1.746437708536784
static_g9_dg32_w512s5,2,0.89935,0.001767766952966331,0.0,1.7750082631905875
static_g9_dgdense_w512s5,2,0.6538999999999999,0.001979898987322311,0.0,1.704869709412257
static_g9_dg8r_w512s5,2,0.90435,0.005586143571373738,0.0,1.8215582966804504
g9a_w512s5_cad2,3,0.9057333333333334,0.003493326972004427,0.07121326517292584,19.760379481315614
g9a_w512s5_cad4,3,0.879,0.004073082370883293,0.1119704389563051,15.30392535660002
g9a_w512s5_cad8,3,0.6088333333333333,0.04099235701119582,0.47480272680919083,14.12505218187968
g9a_w512s5_cad16,3,0.29016666666666663,0.03096454962264644,0.8676350717590949,11.958409588866765
g9a_w512s5_press02,3,0.8366666666666666,0.08272631584528183,0.15852899977911158,16.52684352795283
g9a_w512s5_press04,3,0.6180666666666667,0.021589194828277695,0.4608799407844866,11.552096679475572
g9a_w512s5_press08,3,0.4031,0.02498719672152117,0.7274840688166568,10.648419508669113
g9a_w512s5_press16,3,0.19130000000000003,0.0012288205727444426,0.9824175442017041,10.519478469424778
g9a_w512s5_surp03,2,0.19119999999999998,0.00028284271247459766,0.9867040875947546,9.21866022348404
